FMID,MarketName,street,city,County,State,zip,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1003300,Heritage Village Farmers Market,,Beaver Dam,St. Croix,Wisconsin,53916,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1000842,Herkimer Farmers' Market,420 East German St,Herkimer,Herkimer,New York,13350,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/16/2014 7:05
1008584,Hermann Farm Farmers' Market,1st Street and Gutenberg,Hermann,Gasconade,Missouri,65041,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,6/26/2013 16:49
1003261,Hermiston Farmers Market,Hermiston Conference Center Parking Lot,Hermiston,Umatilla,Oregon,97838,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1006474,Hermon Farmers Market,2500 Rt 2,Hermon,Penobscot,Maine,4401,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,6/28/2016 11:25
1012043,Hermosa Beach Farmers' Market,1 Pier Avenue,Hermosa Beach,Los Angeles,California,,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,7/27/2018 16:00
1009206,Hernando County Farmers Market ,2450 Commercial Way,Spring Hill,Hernando,Florida,34606,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1006285,Hernando Farmers Market,2535 Highway 51 South,Hernando,DeSoto,Mississippi,38632,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,07/07/2016 13:47
1019486,Herndon Farmers Market ,768 Lynn Street ,Herndon ,Fairfax,Virginia,20170,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,4/25/2019 13:09
1011870,Herrin Farmers Market,400 N. Park Ave,Herrin ,Williamson,Illinois,62948,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,04/08/2016 04:58
1003400,Hesston Farmers Market,King Park Shelter House on Ridge,Hesston,Harvey,Kansas,67062,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005512,Hiawatha Farmer's Market,701 Emmons St.,Hiawatha,Linn,Iowa,52233,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 30 2010 11:06AM
1011110,Hiawatha Thriftway farmers market,719 NORTH FIRST STREET,Hiawatha ,Brown,Kansas,66434,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,05/02/2015 16:21
1011984,Hibbing Farmers market,1309 east 40th street,Hibbing,St. Louis,Minnesota,55746,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,5/26/2016 10:54
1011985,Hibbing Farmers market,1005 Discovery drive,Chisholm,St. Louis,Minnesota,55719,Y,N,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,5/25/2016 17:01
1012015,Hickory County Farmers' Market,S. Hwy 254 & CR 283,Hermitage,Hickory,Missouri,65668,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,6/21/2016 10:28
1001669,Hicksville Farmers Market,Broadway and Jerusalem Avenue,Hicksville,Nassau,New York,11801,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,5/17/2012 16:25
1007750,Hideaway Farmers Market,"3377 East Amazon, behind Mazzi's Restaurant",Eugene,Lane,Oregon,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1001312,Higganum  Farmers' Market,231 Saybrook Road,Higganum,Middlesex,Connecticut,6441,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,04/02/2014 10:10
1005992,High Bridge Farmers Market,45 Main Street,High Bridge,Hunterdon,New Jersey,8829,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,05/04/2011 18:25
1000137,High Country Farmers Market,178 King St,Boone,Watauga,North Carolina,28607,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May 22 2010  4:19PM
1011957,High Desert Farmers Market,1 Elks Lane,Sierra Vista ,Cochise,Arizona,85635,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,07/01/2016 14:11
1019224,High Desert Farmers Market,18422 Bear Valley RD,Victorville,San Bernardino,California,92395,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,08/08/2018 16:53
1019220,High Point Farmers Market,901 N Main Street,High Point ,Guilford,North Carolina,27262,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,08/07/2018 12:07
1002404,High School for Public Service Youth Farm Market,600 Kingston Avenue,Brooklyn,Kings,New York,11220,N,Y,Y,Y,Y,-,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,06/01/2012 00:29
1012260,High Springs Farmers Market,115 NE Railroad Avenue,High Springs,Alachua,Florida,32643,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,12/31/2018 11:51
1009672,Highland Farmers Market,2998 W. Pearl City Road,Freeport ,Stephenson,Illinois,61032,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/31/2015 14:13
1002312,Highland Farmers Market,1500 Boulder Street,Denver,Denver,Colorado,80211,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,4/26/2012 0:09
1002819,Highland Farmers Market,907 Main Street,Highland,Madison,Illinois,62249,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,06/10/2013 14:26
1006831,Highland Farmers' Market,61 Highland Center Drive,Monterey,Highland,Virginia,24465,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,08/08/2018 17:30
1001194,Highland Park Famrers Market,Ford Parkway and Cleveland Ave. behind Starbucks,St. Paul,Ramsey,Minnesota,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,May  5 2010  2:20PM
1004080,Highland Park Farmer's Market,218 Raritan Avenue,Highalnd Park,Middlesex,New Jersey,8904,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,06/10/2013 14:48
1005366,Highland Park Farmers Market,6th Avenue from Euclid to Douglas on west side of street,Des Moines,Polk,Iowa,50313,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1008248,Highland Park Farmers Market, 1400 N Hastings,Hastings,Adams,Nebraska,68901,N,Y,N,Y,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,3/31/2014 21:24
1008243,Highland Saturday Morning Marketplace Certified Farmers Market,27981 Highland Avenue,Highland ,San Bernardino,California,92346,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/31/2014 16:26
1002469,Highland Street Market,3001 Ridge Road,Highland,Lake,Indiana,46322,Y,Y,N,N,N,-,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,3/19/2015 12:30
1005337,Highland United Neighbors Farmers' Market,970 S. Pearl,Denver,Denver,Colorado,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004688,Highlands Ranch Farmers' Market,9288 Dorchester St,Highlands Ranch,Douglas,Colorado,80129,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,05/01/2015 16:41
1003843,Highlandtown Farmers' Market,400 block of South Conkling Street,Baltimore,Baltimore City,Maryland,21224,N,Y,Y,Y,N,-,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/19/2011 14:29
1007705,Hightstown Farmers Market,Memorial Park (center of town),Hightstown,Mercer County,New Jersey,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1018951,Highway 7 Market,1118 1st Ave,Manson ,Calhoun,Iowa,50563,Y,N,N,Y,N,-,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,2/17/2018 14:09
1005848,Highway's End Farmers' Market,Corner of Alaska Highway and Richardson Highway,Delta Junction,Fairbanks North Star,Alaska,99737,Y,Y,N,Y,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,05/07/2015 11:05
1007141,Hill City Farmers Market,Yard behind store at 243 Elm St,Hill City,Pennington County,South Dakota,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1001138,Hill Country Farmers Market Association,24133 Boerne Stage Road,San Antonio,Bexar,Texas,78255,N,N,N,N,N,-,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/21/2011 15:46
1001139,Hill Country Farmers Market Association,801 South Main Street,Boerne,Kendall,Texas,78006,N,N,N,N,N,-,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/21/2011 15:46
1001137,Hill Country Farmers Market Association,13222 Bandera Road,Helotes,Bexar,Texas,78023,N,N,N,N,N,-,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/21/2011 15:46
1010434,Hillcrest Farmers Market and Open Air Bazaar,3960 Normal Street,San Diego,San Diego,California,92103,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,6/26/2017 15:53
1002848,Hilldale Farmers Market,"Hilldale Shopping Center, 702 N. Midvale Boulevard",Madison,Dane,Wisconsin,53705,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,6/29/2016 17:01
1006807,Hilliard Farm Market,5445 Scioto-Darby Rd,Hilliard,Franklin,Ohio,43026,Y,N,N,N,N,-,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/23/2015 13:06
1018151,Hilllcrest Farmers Market,2200 Kavanaugh Blvd,Little Rock,Pulaski,Arkansas,72205,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,6/20/2017 13:38
1003360,Hillman Farmers Market,Brush Creek Mill,Hillman,Montmorency,Michigan,49746,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1005036,Hills Horizon Market in the Park,Canyon Street,Spearfish,Lawrence,South Dakota,57783,N,N,N,N,N,-,Y,N,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/27/2011 9:46
1006266,Hillsboro Farmers Market,731 Water Avenue,Hillsboro,Vernon,Wisconsin,54634,Y,Y,N,Y,N,-,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/19/2015 14:37
1006621,Hillsboro Farmers Market,1 Courthouse Square,Hillsboro,Montgomery,Illinois,62049,Y,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,6/28/2016 10:37
1010896,Hillsboro Farmers Market,,Hillsboro,Highland,Ohio,45133,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,03/09/2015 12:21
1019688,Hillsboro Farmers Market,5137 Glade Chapel Road,Hillsboro,Jefferson,Missouri,63050,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,09/02/2019 14:26
1003257,Hillsboro Farmers Market,"Located In Memorial Park, Shelter House next to the Scout House",Hillsboro,Marion,Kansas,67063,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,5/15/2014 15:54
1010191,Hillsboro Farmers Market at the Old Stone School,37098 Charles Town Pike ,Hillsboro,Loudoun,Virginia,20132,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/21/2014 18:02
1018662,Hillsboro Farmers' Markets - Downtown Hillsboro,"Main Street, between 1st St and 3rd St",Hillsboro,Washington,Oregon,97124,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,7/13/2017 16:12
1018663,Hillsboro Farmers' Markets - Orenco Station,NE Orenco Station Parkway and 61st St,Hillsboro,Washington,Oregon,97124,Y,Y,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,7/13/2017 16:17
1018664,Hillsboro Farmers' Markets - Tuality Hospital,Corner of 8th and Baseline,Hillsboro,Washington,Oregon,97123,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/13/2017 16:33
1018665,Hillsboro Farmers' Markets - Westside Kaiser Hospital,2875 NW Stucki Avenue,Hillsboro ,Washington,Oregon,97124,Y,Y,N,N,Y,-,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/13/2017 16:37
1018229,Hillsborough Farmers Market,460 Waterstone Drive,Hillsborough,Orange,North Carolina,27278,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,6/20/2017 16:57
1006227,Hillsborough Pride Farmers Market,Main and Central Streets,Hillsborough,Hillsborough,New Hampshire,3244,N,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2/19/2012 17:54
1002823,Hillsdale Farmers Market,"115 S Broad St, County Fairgrounds",Hillsdale,Hillsdale,Michigan,49242,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 23 2010  2:54PM
1001244,Hillsdale Farmers' Market,1405 SW Vermont Street,Portland,Multnomah,Oregon,97219,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,7/26/2018 16:49
1002855,Hillside Farmers Market,2870 Hwy 275,Hamburg,Fremont,Iowa,51650,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 21 2010  5:33PM
1001833,Hillside Market,7753 NYS RT. 3 (Seaway Trail) Pulaski,Pulaski,Oswego,New York,13142,Y,Y,Y,N,Y,-,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,3/31/2014 16:51
1018000,Hilltop Market,230 E Skyline Pkwy,Duluth,St. Louis,Minnesota,55811,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,5/18/2017 9:50
1001834,Hilltown Farmers Market,"2958  Route 145,",PRESTON HOLLOW,Albany,New York,12469,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apr 16 2010  9:44AM
1018123,Hilo Coffee Mill Market @ The Mill,17-995 Volcano Rd,Mountain View ,Hawaii,Hawaii,96771,Y,N,N,N,Y,-,N,N,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,6/20/2017 13:15
1005881,Hilo Farmers Market,Corner of Kamehameha Ave. & Mamo St.,Hilo,Hawaii,Hawaii,96720,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/29/2012 3:13
1002686,Hines Veterans Hospital Farmers Market,5th Ave.,Hines,Cook,Illinois,60141,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,6/27/2016 13:00
1002275,Hinesburg Lions Farmers' Market,United Church of Hinesburg,Hinesburg,Chittenden,Vermont,5461,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,04/01/2014 11:30
1019669,Hinesville Farmers Market ,"S Commerce St, Hinesville, GA 31313",Hinesville,Liberty,Georgia,31313,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,08/05/2019 12:01
1008020,"Hingham Farmers Market, Inc.",96 Otis Street,Hingham,Plymouth,Massachusetts,2043,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,7/26/2018 16:09
1008586,Hinkebein Hills Farm and Market,434 Whispering Wind Lane,Cape Girardeau ,Cape Girardeau,Missouri,63701,Y,N,N,N,N,-,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/26/2013 16:56
1005076,Hinsdale Farmers Market,30 E. Chicago Ave.,Hinsdale,DuPage,Illinois,60521,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/26/2012 16:37
1016846,Hip Donelson Community Farmers Market,2730 Lebanon Road,Nashville,Davidson,Tennessee,37214,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,2/27/2017 11:53
1016847,Hip Donelson Community Farmers Market @ Music Valley,2416 Music Valley Drive,Nashville,Davidson,Tennessee,37214,Y,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,2/27/2017 11:59
1011177,HIP Haddon Heights Farmers' Market,"E. Atlantic at Station Avenue, At the Train Station",Haddon Heights,Camden,New Jersey,8035,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,6/27/2016 13:23
1001303,Historic City Farmers' Market,25 W. Church St.,Hagerstown,Washington,Maryland,21740,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/28/2013 9:43
1011278,Historic Downtown Certified Farmers Market,W 5th St. between Spring St. and Broadway,Los Angeles,Los Angeles,California,90014,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,N,6/24/2015 15:00
1019330,Historic Downtown Farmers Market,121 Orange Street,Hot Springs,Garland,Arkansas,71901,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,12/14/2018 10:09
1019502,Historic Downtown Jersey City Farmers' Market,Between Grove Street and Christopher Columbus Drive,Jersey City,Hudson,New Jersey,7302,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,05/02/2019 11:02
1002763,Historic Downtown Liberty Farmers' Market,111 N. Water St.,Liberty,Clay,Missouri,64068,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,2/19/2016 17:49
1010937,Historic Farmers Market of Lapeer,"287 W, Nepessing St.",Lapeer ,Lapeer,Michigan,48446,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,3/19/2015 12:05
1009535,Historic Harrison Farmers' Market ,Walnut St and S. State St,Harrison,Hamilton,Ohio,45030,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1018845,Historic Lafayette Farmers Market,5th St between Main and Columbia,Lafayette,Tippecanoe,Indiana,47901,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,9/13/2017 9:25
1018846,Historic Lafayette Farmers Market--Purdue Market,Memorial Mall on the Purdue University Campus,West Lafayette,Tippecanoe,Indiana,47906,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,9/13/2017 9:35
1019273,Historic Lewes Farmers Market,Corner of Dupont and Johnson Avenues,Lewes,Sussex,Delaware,19958,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,9/25/2018 12:07
1019275,Historic Lewes Farmers Market,Corner of Sussex Drive and Savannah Road ,Lewes ,Sussex,Delaware,19958,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,9/25/2018 12:21
1019057,Historic Lewes Farmers Market Summer Wednesday Market,Crooked Hammock Way and Kings Highway,Lewes,Sussex,Delaware,19958,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/16/2018 17:31
1002975,Historic Longview Farmers Market,105 West Cotton Street,Longview,Gregg,Texas,75605,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,05/12/2014 13:19
1004426,Historic Manassas Farmers Market,Church St. & Quarry St.,Manassas,Prince William,Virginia,20110,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1011761,Historic Marion Tailgate Market,67 West Henderson Street,Marion,McDowell,North Carolina,28752,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,7/27/2018 11:23
1000938,Historic McKinney Farmers Market at Chestnut Square Historic Village,315 S. Chestnut St.,McKinney,Collin,Texas,75069,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,3/14/2014 12:16
1018972,Historic Newburgh Farmers Market,1 E Water St,Newburgh,Warrick,Indiana,47630,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2/28/2018 17:02
1009509,Historic Newburgh Farmers Market ,Town Hall parking lot,Newburgh,Orange,New York,12550,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
